customer_id,first_name,last_name,age,gender,nationality,purchase_channel,payment_methods,signup_date,customer_first_touch,is_member
CUST-BEF7F,Nicholas,Paul,51,Male,Thai,Luangprabang-Shop,Credit Card,2023-02-26,Walk-in,True
CUST-FF9A2,Catherine,Farrell,64,Female,Lao,Vientiane-Shop,Mobile Banking,2023-02-27,Walk-in,False
CUST-11BC7,Vicki,Villarreal,23,Female,Lao,Pakse-Shop,Mobile Banking,2023-02-27,Walk-in,True
CUST-6C94D,Christopher,Smith,43,Male,Lao,Pakse-Shop,Mobile Banking,2023-02-27,Walk-in,True
CUST-13A28,David,Roberts,26,Male,Lao,Online/Website,Mobile Banking,2023-02-27,Influencer_Ref,True
CUST-6F150,Richard,Brown,41,Female,Other,Vientiane-Shop,Cash,2023-02-27,Walk-in,False
CUST-D70A3,Kelly,Bennett,65,Female,Thai,Luangprabang-Shop,Mobile Banking,2023-02-27,Walk-in,True
CUST-EB3EC,Alexandra,Jensen,49,Female,Lao,Vientiane-Shop,Mobile Banking,2023-02-27,Walk-in,True
CUST-60E43,Christopher,Stewart,56,Male,Lao,Pakse-Shop,Mobile Banking,2023-02-27,Walk-in,True
CUST-BF179,Patrick,White,42,Female,Lao,Vientiane-Shop,Cash,2023-02-27,Walk-in,True
CUST-0ABA8,Jason,Hanson,34,Male,Lao,Savanhnaket-Shop,Mobile Banking,2023-02-27,Walk-in,False
CUST-F8416,Louis,Garcia,35,Female,Lao,Savanhnaket-Shop,Credit Card,2023-02-27,Walk-in,False
CUST-AB2FD,Krystal,Morris,64,Male,American,Online/Website,Mobile Banking,2023-02-27,Facebook,False
CUST-E99CE,Roy,Rogers,52,Female,Thai,Savanhnaket-Shop,Mobile Banking,2023-02-27,Walk-in,True
CUST-352AF,Marie,Collins,48,Female,Lao,Vangvieng-Shop,Cash,2023-02-27,Walk-in,True
CUST-39416,Thomas,Davis,61,Male,Thai,Pakse-Shop,Credit Card,2023-02-27,Walk-in,False
CUST-7EBEC,Michelle,Gill,39,Male,Thai,Online/Website,Mobile Banking,2023-02-27,Influencer_Ref,True
CUST-D51E2,Deborah,Pope,34,Male,Lao,Savanhnaket-Shop,Mobile Banking,2023-02-27,Walk-in,True
CUST-C10F7,Yolanda,Wood,37,Female,Chinese,Vientiane-Shop,Mobile Banking,2023-02-28,Walk-in,False
CUST-3A162,Trevor,Lee,38,Male,Thai,Savanhnaket-Shop,Credit Card,2023-02-28,Walk-in,False
CUST-0BA22,Tammy,Oconnell,57,Female,Lao,Luangprabang-Shop,Credit Card,2023-02-28,Walk-in,True
CUST-09828,Erik,Allen,23,Female,Thai,Online/Website,Credit Card,2023-02-28,Instagram,False
CUST-03858,Justin,Little,50,Female,Lao,Pakse-Shop,Mobile Banking,2023-02-28,Walk-in,True
CUST-113CE,Brandon,Todd,37,Male,American,Savanhnaket-Shop,Mobile Banking,2023-02-28,Walk-in,False
CUST-C95E6,Allison,Ward,37,Male,Lao,Luangprabang-Shop,Cash,2023-02-28,Walk-in,True
CUST-4DEDA,Derek,Gonzalez,65,Female,Lao,Luangprabang-Shop,Cash,2023-02-28,Walk-in,True
CUST-8C0F3,Sandra,Blackburn,35,Female,Lao,Online/Website,Credit Card,2023-02-28,Influencer_Ref,True
CUST-F4EC8,Samantha,Bates,40,Male,Chinese,Vangvieng-Shop,Mobile Banking,2023-02-28,Walk-in,True
CUST-11D03,Brandon,Li,64,Female,Lao,Online/Website,Mobile Banking,2023-02-28,Influencer_Ref,True
CUST-47B79,Jasmin,Navarro,45,Male,Lao,Vientiane-Shop,Credit Card,2023-02-28,Walk-in,False
CUST-5AB97,Rachel,Chavez,39,Male,Lao,Luangprabang-Shop,Credit Card,2023-02-28,Walk-in,True
CUST-EB8D4,Brian,Foster,31,Female,Lao,Luangprabang-Shop,Cash,2023-02-28,Walk-in,False
CUST-28D93,Donald,Gardner,43,Female,Other,Pakse-Shop,Mobile Banking,2023-02-28,Walk-in,True
CUST-9CE3F,James,Young,46,Female,Lao,Pakse-Shop,Mobile Banking,2023-02-28,Walk-in,False
CUST-EF873,Veronica,Lewis,19,Female,Thai,Vangvieng-Shop,Cash,2023-03-01,Walk-in,True
CUST-215E2,Jordan,Payne,21,Female,Lao,Online/Website,Credit Card,2023-03-01,Facebook,True
CUST-CA529,Michelle,Harvey,32,Male,Lao,Pakse-Shop,Credit Card,2023-03-01,Walk-in,False
CUST-A7583,Angela,Snyder,45,Male,Thai,Pakse-Shop,Mobile Banking,2023-03-01,Walk-in,True
CUST-9CB4E,Sarah,Baldwin,58,Male,Lao,Savanhnaket-Shop,Credit Card,2023-03-01,Walk-in,False
CUST-458FA,Anthony,Hendrix,65,Male,Lao,Vientiane-Shop,Mobile Banking,2023-03-01,Walk-in,True
CUST-75A71,Daniel,Shannon,20,Male,Lao,Vientiane-Shop,Cash,2023-03-01,Walk-in,True
CUST-3B46E,Marc,Jones,43,Female,Thai,Vangvieng-Shop,Credit Card,2023-03-02,Walk-in,True
CUST-AB52E,Virginia,Smith,19,Female,Lao,Vientiane-Shop,Credit Card,2023-03-02,Walk-in,False
CUST-FE39A,Cody,Beasley,59,Male,Lao,Online/Website,Mobile Banking,2023-03-02,Facebook,True
CUST-A9972,Amy,Sullivan,54,Female,Thai,Online/Website,Mobile Banking,2023-03-02,Facebook,True
CUST-E7EE6,Jesse,Sanchez,46,Female,Lao,Vientiane-Shop,Mobile Banking,2023-03-02,Walk-in,False
CUST-C109C,Mary,Hawkins,33,Male,Lao,Vangvieng-Shop,Credit Card,2023-03-02,Walk-in,True
CUST-E7292,Nicole,Johnson,39,Male,Other,Online/Website,Credit Card,2023-03-02,Facebook,True
CUST-25D82,Kimberly,Mcguire,63,Male,Thai,Vientiane-Shop,Cash,2023-03-02,Walk-in,False
CUST-3B956,Eric,Rogers,28,Female,Lao,Vangvieng-Shop,Mobile Banking,2023-03-02,Walk-in,True
CUST-4811E,Laurie,Brown,20,Female,Lao,Luangprabang-Shop,Mobile Banking,2023-03-02,Walk-in,True
CUST-C8D6C,Christina,Smith,30,Male,Lao,Vangvieng-Shop,Cash,2023-03-02,Walk-in,True
CUST-7F45F,Jessica,Rivera,29,Female,Lao,Luangprabang-Shop,Mobile Banking,2023-03-02,Walk-in,False
CUST-480DC,Robert,Marks,30,Male,Thai,Vientiane-Shop,Cash,2023-03-02,Walk-in,False
CUST-76987,Taylor,Smith,56,Male,Thai,Pakse-Shop,Credit Card,2023-03-02,Walk-in,True
CUST-26FC1,David,Harris,32,Female,Thai,Online/Website,Mobile Banking,2023-03-02,Facebook,False
CUST-9286F,Samantha,Evans,22,Male,Lao,Pakse-Shop,Credit Card,2023-03-02,Walk-in,False
CUST-9DFD8,Cassandra,Arias,30,Male,Lao,Vientiane-Shop,Credit Card,2023-03-03,Walk-in,True
CUST-8177E,Benjamin,Baker,65,Female,Lao,Vangvieng-Shop,Mobile Banking,2023-03-03,Walk-in,False
CUST-F0659,Chad,Davis,59,Female,Lao,Pakse-Shop,Mobile Banking,2023-03-03,Walk-in,True
CUST-8FF85,Lisa,Ellis,60,Male,Thai,Online/Website,Credit Card,2023-03-03,Influencer_Ref,True
CUST-08412,Deborah,Armstrong,52,Male,Chinese,Pakse-Shop,Credit Card,2023-03-03,Walk-in,True
CUST-9CB33,Anna,Brown,50,Female,Lao,Online/Website,Credit Card,2023-03-03,Instagram,False
CUST-66919,Philip,Fletcher,34,Male,Thai,Vientiane-Shop,Credit Card,2023-03-03,Walk-in,True
CUST-8F3CD,John,Herrera,24,Female,Lao,Online/Website,Mobile Banking,2023-03-03,Tiktok,True
CUST-16809,Jessica,Hughes,62,Male,Lao,Vientiane-Shop,Credit Card,2023-03-03,Walk-in,False
CUST-43202,Jack,Hughes,63,Male,Lao,Vientiane-Shop,Credit Card,2023-03-03,Walk-in,True
CUST-C3B00,Shelley,Dodson,32,Male,Lao,Luangprabang-Shop,Cash,2023-03-03,Walk-in,False
CUST-82CC7,Sarah,Potts,46,Female,Lao,Vientiane-Shop,Mobile Banking,2023-03-03,Walk-in,True
CUST-52369,David,Simmons,21,Male,Lao,Savanhnaket-Shop,Credit Card,2023-03-03,Walk-in,True
CUST-4D9EF,Darren,Fuentes,41,Male,Lao,Online/Website,Credit Card,2023-03-03,Tiktok,False
CUST-41A0E,Cody,Wilcox,32,Female,Thai,Vangvieng-Shop,Credit Card,2023-03-03,Walk-in,False
CUST-A89CE,Leslie,Smith,25,Male,Lao,Vientiane-Shop,Mobile Banking,2023-03-03,Walk-in,False
CUST-84707,Cynthia,Berry,63,Female,Lao,Savanhnaket-Shop,Credit Card,2023-03-03,Walk-in,False
CUST-FD1C2,Kylie,Ayers,32,Male,Thai,Luangprabang-Shop,Mobile Banking,2023-03-03,Walk-in,True
CUST-BDA23,Matthew,Shepard,30,Female,Thai,Vientiane-Shop,Cash,2023-03-04,Walk-in,False
CUST-0FD05,Michael,Bray,42,Male,Lao,Luangprabang-Shop,Credit Card,2023-03-04,Walk-in,True
CUST-0AFCF,Samuel,Melton,23,Male,Lao,Online/Website,Mobile Banking,2023-03-04,Instagram,False
CUST-E3AE6,Robert,Brown,65,Male,Lao,Online/Website,Mobile Banking,2023-03-04,Influencer_Ref,False
CUST-F100A,Trevor,Smith,63,Female,Thai,Pakse-Shop,Mobile Banking,2023-03-04,Walk-in,True
CUST-90A57,Nicole,Mcdowell,65,Female,Thai,Pakse-Shop,Credit Card,2023-03-04,Walk-in,True
CUST-98171,Joseph,Cobb,38,Female,Lao,Vangvieng-Shop,Mobile Banking,2023-03-04,Walk-in,True
CUST-9DD69,Stanley,Brown,47,Male,Thai,Pakse-Shop,Mobile Banking,2023-03-04,Walk-in,True
CUST-A6EDA,Darren,Frank,32,Male,Lao,Vientiane-Shop,Mobile Banking,2023-03-04,Walk-in,True
CUST-48025,Michael,Wagner,52,Female,Lao,Pakse-Shop,Mobile Banking,2023-03-04,Walk-in,False
CUST-DCC04,James,Gregory,45,Male,Lao,Luangprabang-Shop,Mobile Banking,2023-03-04,Walk-in,False
CUST-AA617,Patrick,Jenkins,37,Male,American,Vientiane-Shop,Cash,2023-03-04,Walk-in,True
CUST-2A4F9,Jessica,Burnett,34,Female,Lao,Pakse-Shop,Credit Card,2023-03-04,Walk-in,True
CUST-9BBD6,Karen,Gonzalez,46,Female,Other,Online/Website,Mobile Banking,2023-03-04,Influencer_Ref,False
CUST-6DBB5,Amy,Mccoy,54,Female,Lao,Vientiane-Shop,Mobile Banking,2023-03-04,Walk-in,False
CUST-1BCE3,Donna,Warren,23,Female,Lao,Luangprabang-Shop,Cash,2023-03-05,Walk-in,True
CUST-B9FC6,Leslie,Williams,26,Male,Lao,Vientiane-Shop,Cash,2023-03-05,Walk-in,False
CUST-DCD4F,Daniel,Barry,55,Female,Lao,Luangprabang-Shop,Cash,2023-03-05,Walk-in,False
CUST-159E4,Kenneth,Torres,38,Male,Lao,Luangprabang-Shop,Credit Card,2023-03-05,Walk-in,True
CUST-A1949,Christopher,Franklin,38,Male,Lao,Vangvieng-Shop,Cash,2023-03-05,Walk-in,True
CUST-9BDC0,Alan,Rios,18,Male,Other,Luangprabang-Shop,Credit Card,2023-03-05,Walk-in,False
CUST-66EFA,Travis,Cummings,37,Female,Thai,Vangvieng-Shop,Credit Card,2023-03-05,Walk-in,True
CUST-0A1FC,Scott,Jackson,55,Female,Lao,Pakse-Shop,Mobile Banking,2023-03-05,Walk-in,True
CUST-23C7F,Wayne,Williams,34,Male,Lao,Vientiane-Shop,Credit Card,2023-03-05,Walk-in,False
CUST-2CDFC,Vicki,Hayden,42,Male,Lao,Pakse-Shop,Cash,2023-03-05,Walk-in,False
CUST-C3134,Craig,Blevins,57,Female,Other,Online/Website,Mobile Banking,2023-03-05,Facebook,True
CUST-ED423,Corey,Bowman,21,Male,Chinese,Vientiane-Shop,Credit Card,2023-03-05,Walk-in,False
CUST-E7674,Thomas,Beck,57,Male,Lao,Luangprabang-Shop,Cash,2023-03-05,Walk-in,False
CUST-35786,Jack,Scott,62,Female,Lao,Online/Website,Mobile Banking,2023-03-05,Tiktok,True
CUST-56605,Andrea,Freeman,27,Male,Thai,Vangvieng-Shop,Credit Card,2023-03-05,Walk-in,False
CUST-5CFBC,William,Ellis,32,Male,Lao,Vientiane-Shop,Mobile Banking,2023-03-05,Walk-in,True
CUST-64F0D,Jon,Hernandez,28,Female,Lao,Vangvieng-Shop,Credit Card,2023-03-06,Walk-in,True
CUST-E166F,Nicolas,Salazar,24,Female,Lao,Luangprabang-Shop,Credit Card,2023-03-06,Walk-in,False
CUST-7D5A0,Noah,Sims,53,Male,American,Online/Website,Mobile Banking,2023-03-06,Influencer_Ref,True
CUST-F5686,Carl,Brooks,18,Female,Thai,Savanhnaket-Shop,Mobile Banking,2023-03-06,Walk-in,True
CUST-6384D,Tina,Smith,59,Male,Lao,Vientiane-Shop,Mobile Banking,2023-03-06,Walk-in,False
CUST-20C6E,Michael,Jackson,55,Female,Lao,Pakse-Shop,Mobile Banking,2023-03-06,Walk-in,True
CUST-BF8F7,John,Greer,39,Male,Other,Luangprabang-Shop,Cash,2023-03-06,Walk-in,True
CUST-777F9,Robert,Rivera,64,Male,Thai,Online/Website,Mobile Banking,2023-03-06,Website,False
CUST-AF879,John,Hill,33,Male,Lao,Pakse-Shop,Cash,2023-03-06,Walk-in,False
CUST-F0B87,William,Ward,38,Male,Thai,Online/Website,Mobile Banking,2023-03-06,Facebook,True
CUST-E8C7E,John,Drake,51,Male,Lao,Online/Website,Mobile Banking,2023-03-06,Influencer_Ref,True
CUST-CA5C2,Dawn,Gutierrez,43,Female,Thai,Savanhnaket-Shop,Credit Card,2023-03-06,Walk-in,True
CUST-53DF6,Daniel,Jones,46,Female,Thai,Vientiane-Shop,Credit Card,2023-03-07,Walk-in,False
CUST-3C23D,Maria,Smith,18,Female,Chinese,Online/Website,Credit Card,2023-03-07,Website,True
CUST-4E129,Christopher,Owens,26,Male,Lao,Vangvieng-Shop,Mobile Banking,2023-03-07,Walk-in,False
CUST-E5692,Jerome,Greene,65,Male,Lao,Luangprabang-Shop,Mobile Banking,2023-03-07,Walk-in,True
CUST-A205A,Janice,Cannon,51,Male,Lao,Savanhnaket-Shop,Credit Card,2023-03-07,Walk-in,False
CUST-CFF0E,Manuel,Gomez,57,Female,Lao,Online/Website,Credit Card,2023-03-07,Facebook,True
CUST-23DFE,Christopher,Myers,51,Male,Lao,Online/Website,Credit Card,2023-03-07,Influencer_Ref,True
CUST-4187D,Maria,Robinson,53,Male,Lao,Luangprabang-Shop,Cash,2023-03-07,Walk-in,False
CUST-CA963,Megan,Mcgee,32,Male,Other,Luangprabang-Shop,Credit Card,2023-03-07,Walk-in,True
CUST-93065,Crystal,Thomas,30,Female,Lao,Vangvieng-Shop,Cash,2023-03-07,Walk-in,False
CUST-4BB2D,Katrina,Thompson,65,Female,Other,Vientiane-Shop,Credit Card,2023-03-07,Walk-in,False
CUST-6513D,Jason,Castillo,47,Female,Lao,Luangprabang-Shop,Mobile Banking,2023-03-07,Walk-in,False
CUST-4D972,Sheila,Hernandez,21,Male,Chinese,Online/Website,Mobile Banking,2023-03-07,Influencer_Ref,True
CUST-1A2FC,Brenda,Miller,35,Female,Lao,Online/Website,Credit Card,2023-03-07,Influencer_Ref,True
CUST-3C005,Billy,House,39,Female,Lao,Online/Website,Mobile Banking,2023-03-08,Tiktok,True
CUST-9C4A6,Joshua,Schultz,28,Male,Thai,Savanhnaket-Shop,Credit Card,2023-03-08,Walk-in,True
CUST-9B512,Melissa,Lloyd,63,Female,Thai,Vangvieng-Shop,Mobile Banking,2023-03-08,Walk-in,False
CUST-3B8DC,Barry,Spencer,51,Male,Other,Luangprabang-Shop,Mobile Banking,2023-03-08,Walk-in,False
CUST-BCF61,Michelle,Thompson,50,Male,Chinese,Savanhnaket-Shop,Mobile Banking,2023-03-08,Walk-in,True
CUST-197BB,Vanessa,Pollard,37,Male,Thai,Vientiane-Shop,Cash,2023-03-08,Walk-in,False
CUST-F8EC5,Matthew,Ortega,22,Male,Lao,Online/Website,Mobile Banking,2023-03-08,Influencer_Ref,False
CUST-C41AB,Paula,Stevens,51,Male,Lao,Savanhnaket-Shop,Credit Card,2023-03-08,Walk-in,False
CUST-40272,Calvin,Rogers,59,Female,Lao,Vientiane-Shop,Mobile Banking,2023-03-08,Walk-in,True
CUST-A026C,Tina,Randolph,27,Male,Other,Vangvieng-Shop,Mobile Banking,2023-03-08,Walk-in,False
CUST-A794C,Emma,Alexander,36,Female,Other,Pakse-Shop,Mobile Banking,2023-03-09,Walk-in,False
CUST-D82AB,James,Armstrong,18,Female,American,Vangvieng-Shop,Mobile Banking,2023-03-09,Walk-in,True
CUST-80EA0,Steven,Williams,52,Female,Lao,Luangprabang-Shop,Mobile Banking,2023-03-09,Walk-in,True
CUST-8F8C2,Rebecca,Swanson,19,Male,Lao,Vangvieng-Shop,Mobile Banking,2023-03-09,Walk-in,False
CUST-71186,Michael,Palmer,51,Male,Thai,Online/Website,Mobile Banking,2023-03-09,Influencer_Ref,False
CUST-5336D,Diana,Oliver,31,Male,Other,Vangvieng-Shop,Cash,2023-03-09,Walk-in,True
CUST-B0B91,Jessica,Schmidt,46,Male,Thai,Online/Website,Mobile Banking,2023-03-09,Influencer_Ref,True
CUST-685AA,Crystal,Richard,26,Female,Thai,Luangprabang-Shop,Mobile Banking,2023-03-09,Walk-in,True
CUST-87C36,Ethan,Burke,59,Male,Thai,Luangprabang-Shop,Credit Card,2023-03-09,Walk-in,True
CUST-A07AC,Jared,James,29,Female,Lao,Vangvieng-Shop,Cash,2023-03-09,Walk-in,False
CUST-23EFA,Catherine,Miller,35,Female,Chinese,Vientiane-Shop,Credit Card,2023-03-09,Walk-in,False
CUST-7F782,Robert,Orozco,57,Male,Other,Luangprabang-Shop,Mobile Banking,2023-03-09,Walk-in,False
CUST-45773,Eric,Robinson,43,Female,Lao,Savanhnaket-Shop,Credit Card,2023-03-09,Walk-in,False
CUST-6476A,Jacob,Livingston,52,Male,Lao,Luangprabang-Shop,Credit Card,2023-03-09,Walk-in,False
CUST-BEB93,Courtney,Gardner,47,Female,Lao,Online/Website,Mobile Banking,2023-03-09,Instagram,False
CUST-4E568,Nicole,Rodriguez,30,Female,Lao,Online/Website,Mobile Banking,2023-03-09,Influencer_Ref,True
CUST-F8BAD,Melissa,Garcia,53,Female,Lao,Vientiane-Shop,Mobile Banking,2023-03-09,Walk-in,True
CUST-6D4DE,Jeffrey,Page,30,Male,Lao,Vientiane-Shop,Cash,2023-03-09,Walk-in,False
CUST-8F128,Kelly,Townsend,48,Male,Thai,Vangvieng-Shop,Cash,2023-03-09,Walk-in,False
CUST-E474B,Paul,Olson,59,Male,Thai,Vangvieng-Shop,Credit Card,2023-03-09,Walk-in,True
CUST-37D24,Noah,Barajas,20,Female,Lao,Online/Website,Mobile Banking,2023-03-10,Influencer_Ref,True
CUST-A16EC,Scott,Combs,44,Female,Lao,Online/Website,Mobile Banking,2023-03-10,Influencer_Ref,False
CUST-428F2,Janet,Ellis,61,Female,Thai,Vientiane-Shop,Mobile Banking,2023-03-10,Walk-in,True
CUST-66F17,Ryan,Adams,20,Female,Lao,Savanhnaket-Shop,Credit Card,2023-03-10,Walk-in,True
CUST-C568D,Gary,Taylor,26,Male,Lao,Online/Website,Mobile Banking,2023-03-10,Influencer_Ref,False
CUST-09978,Troy,Keller,23,Male,American,Pakse-Shop,Mobile Banking,2023-03-10,Walk-in,True
CUST-12534,Brianna,Stevens,62,Female,Lao,Online/Website,Credit Card,2023-03-10,Instagram,True
CUST-9BF71,Rachel,Norris,38,Female,Lao,Vientiane-Shop,Mobile Banking,2023-03-10,Walk-in,False
CUST-64960,Veronica,Arnold,64,Female,Lao,Online/Website,Mobile Banking,2023-03-10,Influencer_Ref,True
CUST-87065,Sharon,Page,25,Male,Lao,Vangvieng-Shop,Credit Card,2023-03-10,Walk-in,False
CUST-902B5,Robert,Costa,64,Male,Lao,Online/Website,Credit Card,2023-03-10,Facebook,False
CUST-19A7A,Daniel,Smith,55,Male,Lao,Luangprabang-Shop,Mobile Banking,2023-03-10,Walk-in,False
CUST-5479D,Janet,Henderson,26,Female,American,Savanhnaket-Shop,Credit Card,2023-03-10,Walk-in,True
CUST-D38DE,Paul,Avila,63,Female,Lao,Luangprabang-Shop,Mobile Banking,2023-03-11,Walk-in,True
CUST-A965C,Wayne,Newman,37,Male,Lao,Online/Website,Mobile Banking,2023-03-11,Website,False
CUST-5EDA8,Theresa,Robinson,60,Male,Lao,Vientiane-Shop,Credit Card,2023-03-11,Walk-in,True
CUST-16AA3,Jennifer,Peters,31,Male,Lao,Vangvieng-Shop,Credit Card,2023-03-11,Walk-in,True
CUST-BE0A7,Heather,Kim,25,Female,Lao,Pakse-Shop,Credit Card,2023-03-11,Walk-in,True
CUST-2E9FC,Erik,Luna,49,Male,Thai,Vangvieng-Shop,Mobile Banking,2023-03-11,Walk-in,False
CUST-82D80,Allison,Levy,30,Male,Thai,Pakse-Shop,Mobile Banking,2023-03-11,Walk-in,False
CUST-1F049,Justin,Levine,42,Female,Thai,Vientiane-Shop,Mobile Banking,2023-03-11,Walk-in,True
CUST-5AEA8,Tammy,Evans,56,Male,Lao,Vientiane-Shop,Mobile Banking,2023-03-11,Walk-in,False
CUST-DEAA5,David,Potter,62,Male,Thai,Online/Website,Credit Card,2023-03-11,Influencer_Ref,False
CUST-96C89,Valerie,Kim,55,Male,American,Online/Website,Credit Card,2023-03-11,Influencer_Ref,False
CUST-46E4A,Stephanie,Flores,45,Male,Lao,Online/Website,Credit Card,2023-03-11,Instagram,True
CUST-D2519,Rose,Moore,27,Male,Chinese,Vientiane-Shop,Mobile Banking,2023-03-11,Walk-in,True
CUST-AEA05,Gary,Mcdonald,45,Male,Thai,Pakse-Shop,Credit Card,2023-03-11,Walk-in,True
CUST-B6605,Stacy,Butler,23,Male,Lao,Luangprabang-Shop,Mobile Banking,2023-03-11,Walk-in,True
CUST-C740F,Steven,Duarte,25,Female,Lao,Online/Website,Mobile Banking,2023-03-11,Influencer_Ref,False
CUST-29F81,Cynthia,Lynch,43,Female,Lao,Luangprabang-Shop,Mobile Banking,2023-03-11,Walk-in,False
CUST-A6AF5,Stephen,Kelley,20,Female,Lao,Savanhnaket-Shop,Cash,2023-03-11,Walk-in,False
CUST-2C164,Eric,Dunn,43,Female,Lao,Vientiane-Shop,Credit Card,2023-03-11,Walk-in,False
CUST-BB3E4,David,Grant,56,Male,Lao,Vientiane-Shop,Cash,2023-03-11,Walk-in,True
CUST-7C279,Tyler,Hansen,44,Male,American,Online/Website,Credit Card,2023-03-12,Influencer_Ref,False
CUST-EC901,Abigail,Martin,40,Female,Thai,Pakse-Shop,Credit Card,2023-03-12,Walk-in,False
CUST-0AC25,Samuel,Palmer,23,Male,Lao,Vangvieng-Shop,Cash,2023-03-12,Walk-in,True
CUST-B677C,Joseph,Martin,22,Female,Lao,Pakse-Shop,Cash,2023-03-12,Walk-in,False
CUST-3E681,Catherine,Bowers,18,Female,Lao,Online/Website,Mobile Banking,2023-03-12,Influencer_Ref,False
CUST-88124,Bryan,Walsh,23,Male,Lao,Online/Website,Mobile Banking,2023-03-12,Website,False
CUST-F87B5,Denise,Brady,50,Female,Thai,Online/Website,Mobile Banking,2023-03-12,Tiktok,True
CUST-09BC4,Michael,Ramirez,26,Male,Lao,Luangprabang-Shop,Mobile Banking,2023-03-12,Walk-in,True
CUST-84181,Eric,Patel,63,Male,Other,Luangprabang-Shop,Cash,2023-03-12,Walk-in,False
CUST-2E7B7,Jacob,Hamilton,36,Male,Lao,Pakse-Shop,Credit Card,2023-03-12,Walk-in,False
CUST-B950E,Kimberly,Smith,36,Male,Lao,Online/Website,Credit Card,2023-03-12,Facebook,True
CUST-5EE3B,Rebecca,Myers,56,Male,Lao,Online/Website,Mobile Banking,2023-03-12,Influencer_Ref,True
CUST-C5614,Andrew,Poole,28,Female,Other,Luangprabang-Shop,Mobile Banking,2023-03-12,Walk-in,False
CUST-317E6,Jamie,Smith,48,Female,Lao,Vangvieng-Shop,Mobile Banking,2023-03-12,Walk-in,False
CUST-C7056,Karen,Bradley,40,Female,Thai,Luangprabang-Shop,Mobile Banking,2023-03-12,Walk-in,True
CUST-FFCF7,Krystal,Brady,21,Female,Other,Vangvieng-Shop,Cash,2023-03-12,Walk-in,True
CUST-70EBD,Ryan,Parsons,64,Male,Lao,Savanhnaket-Shop,Credit Card,2023-03-12,Walk-in,True
CUST-A81FA,Jonathan,Chang,31,Male,Lao,Vangvieng-Shop,Credit Card,2023-03-12,Walk-in,True
CUST-477EB,Danielle,Green,22,Female,Lao,Vientiane-Shop,Cash,2023-03-12,Walk-in,True
CUST-189F9,Zachary,Chan,27,Female,Lao,Luangprabang-Shop,Credit Card,2023-03-12,Walk-in,False
CUST-971BB,Jerome,Vasquez,49,Male,Thai,Luangprabang-Shop,Mobile Banking,2023-03-12,Walk-in,False
CUST-973C1,Diana,Conrad,30,Male,Lao,Online/Website,Mobile Banking,2023-03-12,Influencer_Ref,False
CUST-3BF31,Kim,White,30,Male,Lao,Savanhnaket-Shop,Credit Card,2023-03-12,Walk-in,False
CUST-F6C80,Joseph,Brooks,22,Male,Lao,Online/Website,Mobile Banking,2023-03-12,Website,False
CUST-D7D3E,Mary,Watts,29,Female,American,Pakse-Shop,Credit Card,2023-03-12,Walk-in,False
CUST-F90CF,Kerri,Brady,41,Female,Lao,Online/Website,Mobile Banking,2023-03-12,Facebook,False
CUST-F057C,Arthur,Burnett,60,Female,Lao,Online/Website,Mobile Banking,2023-03-12,Influencer_Ref,True
CUST-D2991,Angela,Allen,46,Female,American,Luangprabang-Shop,Credit Card,2023-03-13,Walk-in,True
CUST-E3364,Scott,Joyce,30,Female,Lao,Online/Website,Mobile Banking,2023-03-13,Tiktok,False
CUST-1A13E,Katelyn,Robinson,24,Female,Thai,Online/Website,Credit Card,2023-03-13,Influencer_Ref,True
CUST-AC7F2,Scott,Williams,46,Female,Lao,Luangprabang-Shop,Credit Card,2023-03-13,Walk-in,False
CUST-121F6,Andrea,Le,64,Female,Thai,Pakse-Shop,Mobile Banking,2023-03-13,Walk-in,True
CUST-098A6,Kathryn,Davis,35,Female,Other,Vientiane-Shop,Mobile Banking,2023-03-13,Walk-in,False
CUST-06BB0,Steven,Holmes,61,Male,Lao,Online/Website,Credit Card,2023-03-13,Influencer_Ref,True
CUST-E99EE,Ashley,Walker,59,Female,Lao,Luangprabang-Shop,Mobile Banking,2023-03-13,Walk-in,True
CUST-D9074,Lee,Gomez,53,Female,Lao,Savanhnaket-Shop,Mobile Banking,2023-03-13,Walk-in,False
CUST-F07D3,Lauren,Perez,57,Male,American,Luangprabang-Shop,Mobile Banking,2023-03-13,Walk-in,False
CUST-A78D7,Charlene,Sharp,46,Male,Lao,Savanhnaket-Shop,Mobile Banking,2023-03-13,Walk-in,False
CUST-319E9,Jessica,Cox,43,Male,Other,Luangprabang-Shop,Mobile Banking,2023-03-13,Walk-in,False
CUST-A8B4A,John,Baker,63,Male,Lao,Vangvieng-Shop,Mobile Banking,2023-03-13,Walk-in,True
CUST-B56E4,Jessica,Gibbs,22,Female,Chinese,Pakse-Shop,Mobile Banking,2023-03-14,Walk-in,True
CUST-D26DB,Karen,Davis,50,Male,Lao,Vangvieng-Shop,Credit Card,2023-03-14,Walk-in,False
CUST-E3085,Katherine,Davis,56,Male,Lao,Savanhnaket-Shop,Credit Card,2023-03-14,Walk-in,True
CUST-C6205,Cole,Molina,19,Female,Lao,Online/Website,Credit Card,2023-03-14,Influencer_Ref,False
CUST-4379B,Kayla,Vargas,57,Female,Lao,Online/Website,Credit Card,2023-03-14,Facebook,False
